type,CpdID,hit,SMILES
FDA-approved,,,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc(Cl)c1Cl
FDA-approved,,,C[C@]12C=CC(=O)CC1=CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F
FDA-approved,,,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1
FDA-approved,,,O=S(=O)(c1ccc(Cl)cc1Br)N1CCCCC1
FDA-approved,,,CCN(C1CCCCC1)S(=O)(=O)c1cc(C)ccc1OC
FDA-approved,,,CC1CCN(S(=O)(=O)c2ccc(Br)s2)CC1
FDA-approved,,,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1
FDA-approved,,,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1
FDA-approved,,,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
FDA-approved,,,Nc1ccc(C(=O)O)c(O)c1
FDA-approved,,,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
FDA-approved,,,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O
FDA-approved,,,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
FDA-approved,,,CC(=O)OC(C)C[N+](C)(C)C
FDA-approved,,,CCOC(=O)Cn1c(=O)c2c(nc(N3CCCCC3)n2Cc2ccccc2)n(C)c1=O
FDA-approved,,,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1
FDA-approved,,,CC1c2cccc(O)c2C(=O)C2C(=O)[C@]3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)[C@@H]3[C@@H](O)[C@@H]21
FDA-approved,,,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C1C2=O
FDA-approved,,,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1
FDA-approved,,,CC1c2cccc(O)c2C(=O)C2C(=O)[C@]3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21
FDA-approved,,,CN(C)C1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C(O)C12
FDA-approved,,,C[C@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
FDA-approved,,,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1
FDA-approved,,,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1
FDA-approved,,,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
FDA-approved,,,CC(C(=O)O)c1cccc(Oc2ccccc2)c1
FDA-approved,,,C=CCN1CC[C@]23c4c5ccc(O)c4OC2C(=O)CC[C@@]3(O)[C@H]1C5
FDA-approved,,,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1
FDA-approved,,,NCCc1ccc(O)c(O)c1
FDA-approved,,,CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1
FDA-approved,,,c1ccc(CC2=NCCN2)cc1
FDA-approved,,,O=c1[nH]c(O)cn1/N=C/c1ccc([N+](=O)[O-])o1
FDA-approved,,,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21
FDA-approved,,,CN(C)C(N)=NC(=N)N
FDA-approved,,,CC(=O)[C@]1(O)C=C2C(=O)c3c(c(O)c4ccccc4c3O)C(=O)C2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1
FDA-approved,,,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1
FDA-approved,,,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)C1O5
FDA-approved,,,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1
FDA-approved,,,Nc1ccc(O)c(C(=O)O)c1
FDA-approved,,,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1
FDA-approved,,,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1
FDA-approved,,,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1
FDA-approved,,,CCN(CC)CCOC(=O)c1ccc(N)cc1
FDA-approved,,,CC(C)OC(=O)C(C)NP(=O)(OCC1OC(n2ccc(=O)[nH]c2=O)C(C)(F)C1O)Oc1ccccc1
FDA-approved,,,N=C(N=C(N)NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)Nc1ccc(Cl)cc1
FDA-approved,,,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
FDA-approved,,,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
FDA-approved,,,Cc1cc(C2CCCCC2)n(O)c(=O)c1
FDA-approved,,,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O
FDA-approved,,,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
FDA-approved,,,CN(C)CCCN1c2ccccc2Sc2ccccc21
FDA-approved,,,O=C1C=CC(=O)c2c1c(O)c1c(NCCNCCO)ccc(NCCNCCO)c1c2O
FDA-approved,,,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
FDA-approved,,,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
FDA-approved,,,C#C[C@]1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C
FDA-approved,,,C[C@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
FDA-approved,,,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1
FDA-approved,,,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1
FDA-approved,,,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
FDA-approved,,,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C
FDA-approved,,,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
FDA-approved,,,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
FDA-approved,,,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
FDA-approved,,,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O
FDA-approved,,,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2
FDA-approved,,,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
FDA-approved,,,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1
FDA-approved,,,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
FDA-approved,,,CCCCCN=C(N)NN=Cc1c[nH]c2ccc(OC)cc12
FDA-approved,,,O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1
FDA-approved,,,CCOC(=O)C1=C(COCCN)N=C(C)C(C(=O)OC)C1c1ccccc1Cl
FDA-approved,,,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
FDA-approved,,,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1
FDA-approved,,,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1
FDA-approved,,,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12
FDA-approved,,,CO[C@@]1(NC(O)=c2sc(=C(C(N)=O)C(=O)O)s2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21
FDA-approved,,,CCCCc1c(O)n(-c2ccc(O)cc2)n(-c2ccccc2)c1=O
FDA-approved,,,NNc1nncc2ccccc12
FDA-approved,,,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
FDA-approved,,,N=c1cc(N2CCCCC2)nc(N)n1O
FDA-approved,,,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1
FDA-approved,,,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1
FDA-approved,,,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1
FDA-approved,,,CN(C)CCN(Cc1ccccc1)c1ccccn1
FDA-approved,,,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
FDA-approved,,,C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1
FDA-approved,,,N=C(N)NN=Cc1c(Cl)cccc1Cl
FDA-approved,,,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl
FDA-approved,,,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O
FDA-approved,,,COC(=O)C1=C(C)N=C(C)C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
FDA-approved,,,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
FDA-approved,,,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C
FDA-approved,,,Cc1nc(N=C2NCC(C(=O)Nc3c(C)cccc3Cl)S2)cc(N2CCN(CCO)CC2)n1
FDA-approved,,,CN[C@@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
FDA-approved,,,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
FDA-approved,,,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341
FDA-approved,,,COc1ccc2c3c1OC1C(O[Si](C)(C)C)C=CC4C(C2)N(C)CCC341
FDA-approved,,,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C
FDA-approved,,,CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2
FDA-approved,,,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1
FDA-approved,,,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
FDA-approved,,,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1
FDA-approved,,,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2
FDA-approved,,,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
FDA-approved,,,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
FDA-approved,,,O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1
FDA-approved,,,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1
FDA-approved,,,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1
FDA-approved,,,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1
FDA-approved,,,COc1ccc2c3c1OC1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
FDA-approved,,,C=CC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(NOCC(=O)O)c3csc(N)n3)C2SC1
FDA-approved,,,COc1ccc([C@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1
FDA-approved,,,CNCC(O)c1ccc(O)c(O)c1
FDA-approved,,,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1
FDA-approved,,,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1
FDA-approved,,,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
FDA-approved,,,Cc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1
FDA-approved,,,O=C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1O
FDA-approved,,,Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2
FDA-approved,,,CCCCC(C)(O)CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC
FDA-approved,,,Oc1c2c(c(O)n1C[C@@H]1CCCC[C@H]1CN1CCN(c3nsc4ccccc34)CC1)[C@H]1CC[C@@H]2C1
FDA-approved,,,CN1C(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O
FDA-approved,,,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O
FDA-approved,,,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
FDA-approved,,,Clc1ccccc1CN1CCc2sccc2C1
FDA-approved,,,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
FDA-approved,,,CC(C)(O)c1ccccc1CCC(S)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1
FDA-approved,,,CC(C)(N)Cc1ccc(Cl)cc1
FDA-approved,,,CC1CN(C2CCC(C#N)(c3ccc(F)cc3)CC2)CCC1(C(=O)O)c1ccccc1
FDA-approved,,,C=CCN1CC(C(=O)N(CCCN(C)C)C(=O)NCC)CC2c3cccc4[nH]cc(c34)CC21
FDA-approved,,,Cc1ccc(C(=CCN2CCCC2)c2ccccn2)cc1
FDA-approved,,,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
FDA-approved,,,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C
FDA-approved,,,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
FDA-approved,,,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1
FDA-approved,,,CC(N=C(N=c1cc[nH]cc1)NC#N)C(C)(C)C
FDA-approved,,,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1
FDA-approved,,,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5
FDA-approved,,,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5
FDA-approved,,,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN
FDA-approved,,,CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21
FDA-approved,,,Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1
FDA-approved,,,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1
FDA-approved,,,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1
FDA-approved,,,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5
FDA-approved,,,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1
FDA-approved,,,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21
FDA-approved,,,COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O
FDA-approved,,,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2
FDA-approved,,,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1
FDA-approved,,,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC
FDA-approved,,,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1
FDA-approved,,,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1
FDA-approved,,,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O
FDA-approved,,,C=CC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(NOCC(=O)O)c3csc(N)n3)C2SC1
FDA-approved,,,CC(=O)C1(O)CCC2C3CC(C)=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C
FDA-approved,,,C[C@@H](O)C1C(=O)N2C(C(=O)O)C(SCCN=CN)C[C@H]12
FDA-approved,,,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O
FDA-approved,,,O=C(O)CC(O)C(=O)O
FDA-approved,,,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O
FDA-approved,,,O=C(O)C(=O)O
FDA-approved,,,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O
FDA-approved,,,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1
FDA-approved,,,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
FDA-approved,,,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1
FDA-approved,,,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
FDA-approved,,,c1ccc2c(c1)CCCC2C1=NCCN1
FDA-approved,,,N=C(N)NN=Cc1c(Cl)cccc1Cl
FDA-approved,,,C[C@H](NCCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1
FDA-approved,,,CNCCC=C1c2ccccc2CCc2ccccc21
FDA-approved,,,CC[N+](C)(C)c1cccc(O)c1
FDA-approved,,,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1
FDA-approved,,,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1
FDA-approved,,,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
FDA-approved,,,N=C(N=C(N)NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)Nc1ccc(Cl)cc1
FDA-approved,,,Cc1cc(C(=O)NNCc2ccccc2)no1
FDA-approved,,,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2
FDA-approved,,,N=C(N)NCCCC(N)C(=O)O
FDA-approved,,,O=P1(NCCCl)OCCCN1CCCl
FDA-approved,,,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc(Cl)c1Cl
FDA-approved,,,Oc1c(C2=CCC(c3ccc(Cl)cc3)CC2)c(O)c2ccccc2c1O
FDA-approved,,,O=C1C(=O)C(C(O)CO)CC1O
FDA-approved,,,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1
FDA-approved,,,Cc1[nH]c2ccccc2c1CCNCc1ccc(C=CC(O)=NO)cc1
FDA-approved,,,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O
FDA-approved,,,CN1[C@@H]2CC[C@H]1CC(OC(=O)C(CO)c1ccccc1)C2
FDA-approved,,,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O
FDA-approved,,,COc1ccc2c(c1)[C@@]13CCCC[C@@H]1[C@@H](C2)N(C)CC3
FDA-approved,,,FC(F)OC(Cl)C(F)(F)F
FDA-approved,,,CC[C@@H](NC(=O)c1cc(C(=O)NC(C)c2cnccn2)c2n1CCOC2)c1ccccc1
FDA-approved,,,Cc1cc(C=CC#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1
FDA-approved,,,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
FDA-approved,,,NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O
FDA-approved,,,NC(=O)c1cnccn1
FDA-approved,,,CC(C)[N+]1(C)[C@@H]2CC[C@H]1CC(OC(=O)C(CO)c1ccccc1)C2
FDA-approved,,,CN(C)N=Nc1[nH]cnc1C(N)=O
FDA-approved,,,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC(C)=C4CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
FDA-approved,,,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C
FDA-approved,,,C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O
FDA-approved,,,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12)c1csc(N)n1
FDA-approved,,,CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
FDA-approved,,,CN(C)C1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12
FDA-approved,,,CCC[C@@H]1CC(C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1
FDA-approved,,,CN[C@H]1[C@@H](O[C@@H]2[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@H](C)[C@@]2(O)C=O)O[C@H](CO)[C@@H](O)[C@@H]1O
FDA-approved,,,CC1CCC(C(C)C)C(O)C1
FDA-approved,,,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
FDA-approved,,,Oc1cn2c(n1)Nc1ccc(Cl)c(Cl)c1C2
FDA-approved,,,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2
FDA-approved,,,CC(c1cc2ccccc2s1)N(O)C(N)=O
FDA-approved,,,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
FDA-approved,,,COC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
FDA-approved,,,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)C1O5
FDA-approved,,,C=CCN1CC[C@]23c4c5ccc(O)c4OC2C(=O)CC[C@@]3(O)[C@H]1C5
FDA-approved,,,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C
FDA-approved,,,Nc1ncnc2c1ncn2CCOCP(=O)(O)O
FDA-approved,,,CN1CC[C@]23c4c5ccc(O)c4OC2C(=O)CC[C@@]3(O)[C@H]1C5
FDA-approved,,,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
FDA-approved,,,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
FDA-approved,,,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
FDA-approved,,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
FDA-approved,,,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
FDA-approved,,,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
FDA-approved,,,c1ccc2c(CC3=NCCN3)cccc2c1
FDA-approved,,,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3
FDA-approved,,,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
FDA-approved,,,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21
FDA-approved,,,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
FDA-approved,,,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
FDA-approved,,,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
FDA-approved,,,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3
FDA-approved,,,CN1CCC23CCCCC2C1Cc1ccc(O)cc13
FDA-approved,,,CCCC(CCC)C(=O)O
FDA-approved,,,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
FDA-approved,,,NC(=O)N1c2ccccc2C=Cc2ccccc21
FDA-approved,,,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1
FDA-approved,,,CCCCS(=O)(=O)NC(Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O
FDA-approved,,,CN1CCCC1c1cccnc1
FDA-approved,,,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
FDA-approved,,,C[N+](C)(C)CCOC(N)=O
FDA-approved,,,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1
FDA-approved,,,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
FDA-approved,,,Cc1ccc(=O)n(-c2ccccc2)c1
FDA-approved,,,CC(N)Cc1ccccc1
FDA-approved,,,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O
FDA-approved,,,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21
FDA-approved,,,COc1ccc(CCN(C)CCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
FDA-approved,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
FDA-approved,,,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC
FDA-approved,,,CCC(C)C(=O)O[C@H]1C[C@@H](O)C=C2C=C[C@H](C)[C@H](CCC(O)C[C@@H](O)CC(=O)O)[C@H]21
FDA-approved,,,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
FDA-approved,,,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
FDA-approved,,,CN=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1
FDA-approved,,,CCC1C(=O)OC[C@@H]1Cc1cncn1C
FDA-approved,,,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
FDA-approved,,,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
FDA-approved,,,CNC(C)Cc1ccccc1
FDA-approved,,,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12
FDA-approved,,,CCCC(CCC)C(=O)O
FDA-approved,,,CC(C)Cc1ccc(C(C)C(=O)O)cc1
FDA-approved,,,COc1ccc2cc(C(C)C(=O)O)ccc2c1
FDA-approved,,,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1
FDA-approved,,,CN(C)CCCN1c2ccccc2CCc2ccccc21
FDA-approved,,,O=C(O)P(=O)(O)O
FDA-approved,,,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O
FDA-approved,,,C[n+]1ccccc1C=NO
